USER_ID,FIRST_NAME,LAST_NAME,EMAIL,SIGNUP_DATE,PREFERRED_LANGUAGE,DOB,MARKETING_OPT_IN,ACCOUNT_STATUS,LOYALTY_POINTS_BALANCE
2a9c7724-8f77-4b05-94e1-ddb82a089f4c,,Lopez,,,English,1959-07-07,,active,7146.0
cb0afd8b-8d72-4152-bafa-b43a08fe87d2,Mark,Daniel,mark81@daniel.com,2022-04-18,French,1985-05-14,False,inactive,5285.0
b4f0b857-4514-4f78-ba77-321a7351a286,Corey,Mckinney,corey21@mckinney.com,2024-06-05,German,1984-11-04,True,active,
c43db906-2c74-438a-9e09-025ad9eacb83,Natalie,Smith,smi790@mailservice.com,2019-10-24,English,,False,active,5570.0
a1264a04-6121-461a-9319-e7c622ecb6f0,Charles,Jennings,jennings.charles@webmail.net,2021-07-05,German,1985-12-26,True,active,7677.0
6d80f02f-451b-43a1-bc74-9d4e8d83d831,Brian,Caldwell,b_caldwell@domain.org,2020-04-06,Chinese,1981-08-13,False,inactive,7914.0
5df2d198-b3c9-436a-9dab-e1860668a4b5,Haley,Osborne,osborne.haley@webmail.net,2022-12-02,,,False,inactive,5489.0
48b70382-ab5d-4d0d-abe4-f4027d99f4b7,Dana,Tate,dt9175@emailprovider.com,2022-12-31,Chinese,1958-10-14,True,active,9700.0
16c0550e-b2f5-45f7-9cd1-d49153093828,Tony,Watson,wat393@mailservice.com,2024-04-11,French,1988-06-10,False,inactive,1715.0
8ec4e91c-14e2-4993-8dfb-22e5a44423cc,David,Hartman,har545@mailservice.com,2021-09-22,Chinese,1974-04-21,True,active,5932.0
c3ba9e00-7dc1-4c01-919a-f9ecdffba4da,William,,,2021-12-23,Spanish,1969-01-03,False,active,7598.0
8e4c618b-3a02-4362-89bd-dc157429e7ba,Angela,Juarez,angela79@juarez.com,2023-03-12,French,1947-04-26,False,active,408.0
8461835a-d032-43f4-a29e-fabf5cdc721e,Holly,Reilly,h_reilly@domain.org,2021-06-24,French,1986-04-20,False,suspended,8791.0
ab73ca8c-03e0-478c-b7a2-93726e48cbf1,Michael,Rosales,rosales.michael@webmail.net,2021-11-19,English,1986-12-29,True,inactive,3903.0
5c52b581-34e5-4e14-b30f-14f2dc744691,Melanie,Leonard,ml5954@emailprovider.com,2022-06-06,English,1992-01-22,False,inactive,8161.0
c8e40cfd-215e-4a00-9374-6ddcc187cd99,Theresa,Best,t_best@domain.org,2020-11-11,Spanish,1992-07-24,True,active,3015.0
c05a655c-c40a-47cc-8c0a-171c5e650978,Noah,Allen,noah54@allen.com,2020-04-25,German,1953-04-17,True,suspended,1453.0
ded49e05-066f-43e9-bab4-2a738a304f1d,Christopher,Bryant,christopher46@bryant.com,2024-05-07,Spanish,1951-02-21,True,inactive,8666.0
935925cf-f83e-4c61-8292-7f8b0f88efc7,Jennifer,Ashley,ja2054@emailprovider.com,2020-12-31,Chinese,1959-05-02,False,suspended,6428.0
faccb655-9e53-4d26-8fa8-03ce9ccaaff6,,Jackson,,2022-05-29,English,1964-04-16,False,inactive,9232.0
e2a722b4-56d8-4c5e-8eb0-dbe810ff5717,Anthony,Riley,riley.anthony@webmail.net,2020-07-13,French,1997-07-10,False,active,1638.0
03831982-c252-4573-b947-48696bb831f0,,,,2024-04-12,German,1940-09-10,False,inactive,9898.0
13fb85aa-375c-446d-b6e2-f9e4a8aeec7a,Carmen,Nelson,nelson.carmen@webmail.net,2022-11-25,English,1965-01-07,True,,2767.0
94e87e91-c3a9-4e92-a0fb-a5ac7033a9f3,James,Robles,james50@robles.com,2023-05-14,Chinese,1952-10-20,True,inactive,8020.0
22ddbbf9-f926-4ad9-a5a4-8da51c56cb98,Michelle,Holden,mh5405@emailprovider.com,,English,1985-01-30,True,suspended,2089.0
d424755c-321a-4928-9926-32f56b163493,Daniel,Robertson,dr8045@emailprovider.com,2022-04-26,French,2004-04-21,False,suspended,1783.0
249a3e74-825a-471f-ae39-f2cef4dffd0a,Steven,Preston,s_preston@domain.org,2019-11-25,Chinese,1994-10-21,True,active,1272.0
5d9ba0b7-0e13-45db-95df-298b254e36b2,Danielle,Coleman,d_coleman@domain.org,,French,1947-03-02,True,suspended,5277.0
a2ad2295-dee0-4794-bef8-50ecc3fd881c,Diane,Sandoval,ds6758@emailprovider.com,2024-02-15,Spanish,1969-07-28,False,active,2534.0
005f1c50-03d5-4318-b1ed-110c83894826,Louis,Jones,louis15@jones.com,2024-01-10,French,1976-10-04,False,active,6919.0
a1fb5c1a-0028-44ac-869a-35d7f76bd06e,Elizabeth,Edwards,edwards.elizabeth@webmail.net,2024-07-19,English,1963-11-24,False,inactive,4799.0
acfd6469-a1aa-40c8-9274-a3747303e9c9,Linda,Gonzalez,lg7446@emailprovider.com,2020-10-02,English,1949-08-22,True,suspended,1201.0
5aad4183-65c3-4f55-a2a5-7ac7fc2f9cf4,Kenneth,Peck,pec411@mailservice.com,2019-08-30,Chinese,1973-01-22,True,inactive,6759.0
2b5ebc47-7018-43f8-a324-0f49ef846f9d,Dennis,Bailey,bai386@mailservice.com,2023-04-19,Chinese,,False,inactive,7233.0
791f636f-eb9d-408b-9834-e6071d81d631,Julia,Roberson,roberson.julia@webmail.net,2020-05-30,Spanish,1941-10-31,True,active,2475.0
a043a8b8-a320-43bf-853c-c286996e7a50,Megan,Williams,williams.megan@webmail.net,2021-02-21,English,1991-05-03,False,suspended,2869.0
7639dd64-7161-4326-973a-329566ddcc12,Sarah,Hughes,sh3430@emailprovider.com,2020-04-04,Chinese,1934-07-23,,inactive,8517.0
4d56258c-3a5a-4ae8-b20c-301692380436,Luke,Ellis,ell563@mailservice.com,2020-02-16,French,1943-07-16,True,suspended,6605.0
f024cf02-39f3-49f6-a80d-444e1dad0cb6,Timothy,Cochran,tc8136@emailprovider.com,2021-05-07,English,1937-10-30,True,suspended,9224.0
734807a2-d7bb-4524-bead-9d33e9049790,Max,Velazquez,mv3810@emailprovider.com,2024-07-01,,1949-11-10,True,suspended,7338.0
b91d23ef-d891-4690-bd51-a4593dc19253,Sandra,Bailey,bailey.sandra@webmail.net,2020-07-17,French,1992-01-30,,inactive,9371.0
c0e5e006-cdac-405c-9545-9c95cf409ee7,Scott,Lee,s_lee@domain.org,2019-09-13,German,,True,inactive,8587.0
7663c3ff-7787-4c75-861b-03a4193fc4c3,Valerie,Wilkinson,wilkinson.valerie@webmail.net,2020-06-01,German,1977-11-06,False,active,2311.0
3cd48cda-171d-4ff2-b3bc-fac6efd3127c,Brenda,House,house.brenda@webmail.net,2023-05-02,German,1993-05-14,True,suspended,2203.0
41295f1f-ff8d-4552-b4ec-c8b83dbe60b6,Dana,Meadows,mea765@mailservice.com,2022-11-20,Spanish,1964-11-23,False,active,
681fc0ad-1f8e-4a82-b653-3eba5d8e977d,Aaron,Bird,ab6031@emailprovider.com,2023-07-21,French,1977-12-19,True,inactive,3308.0
d09cc543-d35d-4240-a3d8-8c03183569bb,Joseph,Walters,joseph46@walters.com,2020-09-16,Spanish,1952-05-04,,inactive,4607.0
aa85d939-510e-45e5-b0dd-af6c7658f57a,Mark,Gardner,mg2766@emailprovider.com,2024-02-27,Chinese,1989-04-02,True,suspended,2835.0
4e71cc59-f415-40e0-a1d0-83db8aa1e822,Pamela,Reynolds,rey780@mailservice.com,2020-11-29,French,1953-02-20,True,inactive,398.0
6161cb91-7d7e-4da1-b9af-24f6112a76ab,Dylan,Deleon,dylan17@deleon.com,2023-07-01,German,1971-12-30,False,suspended,6026.0
65778da0-f5a8-4690-a4dd-3bab50cff40d,Angel,Combs,com732@mailservice.com,2022-10-23,Chinese,1962-12-31,False,inactive,635.0
762c30a4-6148-47da-9b15-b805abb4b345,Eric,Parker,eric17@parker.com,2020-09-12,French,1983-04-12,True,inactive,9761.0
930b0e24-b2af-4616-b082-a814d2daa8a9,Adrienne,Watts,wat476@mailservice.com,2022-04-11,Spanish,1939-02-09,False,active,4892.0
dfec6ee4-8efd-45a8-9c1f-e1d511703235,Sarah,Ibarra,ibarra.sarah@webmail.net,2021-12-18,English,1960-03-03,False,active,2278.0
dddae313-fca7-46cd-ab93-fa321e99ac80,Frank,George,george.frank@webmail.net,,,1937-07-21,False,inactive,929.0
8d495079-956a-4d24-9229-2c0808b3c83e,Courtney,Wilkins,courtney49@wilkins.com,2021-05-31,Spanish,1948-12-04,True,suspended,8180.0
35edd2f0-c0e0-4502-b2fd-335babbf8cc3,Jack,Hernandez,jack28@hernandez.com,2024-05-25,Spanish,1943-03-26,False,inactive,578.0
3964e9b6-bdc4-4861-b5a7-30525a0d6209,Alexandria,Garza,gar387@mailservice.com,2020-11-16,Chinese,1936-02-10,True,suspended,6607.0
34153387-443b-4a52-8d06-39e87c9a4006,Robert,Schwartz,robert34@schwartz.com,2021-10-24,English,1944-01-16,False,active,982.0
d6b5d26b-74f2-4ffa-8e8e-58f6a8e7a543,Bruce,James,jam737@mailservice.com,2022-03-15,Chinese,1961-06-10,False,active,1623.0
cdf503b0-16ce-4a84-aec4-2bae4f51a246,,Anderson,,,French,1991-10-13,False,inactive,1075.0
44c69ae0-6c38-478b-a5d9-eb78dc38a0e1,Jeffrey,Baker,jb3156@emailprovider.com,2023-02-09,English,,False,,9618.0
6dbd8df5-7233-4f59-9f10-6b9e1a42da00,Virginia,Fry,v_fry@domain.org,2022-02-14,Spanish,1991-03-10,True,suspended,9758.0
224924d7-03ce-4290-b512-2c5f23d060c3,Sarah,Lindsey,sl9797@emailprovider.com,2019-09-07,English,1970-09-22,False,inactive,8274.0
4c4f51be-83e3-4fe6-8f65-afbf5fe88793,Charlene,Walker,wal559@mailservice.com,2021-06-06,German,1996-10-02,False,active,1501.0
131640ce-be14-4dde-969a-d448f62a051f,Stephanie,Ramirez,ramirez.stephanie@webmail.net,2022-04-28,English,1966-01-08,False,active,4735.0
ccaabb0c-2691-47de-ab19-43dfc3eba516,,Smith,,2020-04-23,Chinese,1997-07-04,True,suspended,8510.0
9ec5eb0f-f124-4dc4-b307-374afede461b,Adam,Sellers,sel703@mailservice.com,2020-12-27,French,1993-07-26,True,suspended,6308.0
4899b1e9-524b-4f45-9909-eae3efb8c81b,Christopher,Bautista,bautista.christopher@webmail.net,,Chinese,1962-05-16,False,suspended,9995.0
62390bfd-1be1-4813-8e4b-c5851e26310b,Alyssa,Maxwell,alyssa11@maxwell.com,2023-05-12,English,1949-08-15,False,,1942.0
569b9259-ed5f-4cc6-a806-d0ee13a244d4,Penny,Ferguson,penny96@ferguson.com,2023-05-25,English,1955-08-23,,inactive,9217.0
a6b4479f-6b2b-4d97-8ba4-97e6b21a5669,Teresa,Wolf,wol484@mailservice.com,2022-03-22,German,,False,suspended,9296.0
baff9957-f7ab-40f5-94a0-0c5696cd1a22,Kevin,Freeman,k_freeman@domain.org,2019-11-16,English,1964-04-25,True,suspended,3662.0
6b871796-8ed0-46dd-8be5-80054d127b03,Jennifer,Coleman,j_coleman@domain.org,2020-10-29,English,1971-12-24,True,suspended,8816.0
47f1b6cb-b60f-46c8-a79d-46cc867cd100,Robert,Pacheco,r_pacheco@domain.org,2023-08-22,German,,True,active,5774.0
055c0065-4f41-47e4-a977-e1314b2d9f82,Katherine,Williams,kw3899@emailprovider.com,2021-04-11,English,1978-06-04,True,inactive,9574.0
362cb34b-f212-45d1-ab31-3a6f8e650273,Barbara,Johnson,barbara24@johnson.com,2023-11-11,English,1951-04-20,True,inactive,3625.0
2e638a92-d7e8-44e6-aecc-e8259070726d,Gabrielle,Lucas,luc407@mailservice.com,2019-10-25,English,1989-03-09,True,suspended,1791.0
c575b9ff-246d-450a-82d5-3ba8a0e4ac9e,Dawn,Hall,hal248@mailservice.com,2019-10-18,German,1980-05-11,False,suspended,2664.0
bbb32d8e-c23c-426b-b3d0-ad890248aa1b,Thomas,Lawson,lawson.thomas@webmail.net,2022-04-30,French,1933-08-23,True,suspended,9951.0
48f769ca-7ca2-41b2-b1e6-aa624364f221,Courtney,Smith,courtney33@smith.com,2021-11-27,Spanish,1934-05-30,False,inactive,8439.0
6df7cc62-1217-44b3-b8da-fd6f30bc7219,Kevin,Davis,kd3830@emailprovider.com,2021-04-04,German,1936-06-12,True,suspended,6051.0
2829a3d2-d3bd-4353-97cf-1b67ccf283eb,Nicole,Hayden,nicole97@hayden.com,2020-10-17,German,1941-10-27,True,active,2574.0
421d20bc-5443-4102-963d-de60b7deb812,April,Rice,a_rice@domain.org,2022-08-20,German,1959-05-04,True,active,4845.0
5a42dd95-77db-438d-a91f-00682823ccfa,Daniel,,,2024-05-02,French,1968-08-15,True,inactive,203.0
0b51587b-753c-44e6-90e0-cabe9f9a1eeb,Rita,Bailey,bailey.rita@webmail.net,2020-03-14,Spanish,,True,active,2178.0
ba20adc2-43fc-4f33-9a0a-b7ec900683e0,Nathaniel,,,2020-02-25,Chinese,1960-05-05,False,inactive,8433.0
183004da-c27f-4cf1-aa7e-92254576d385,Julia,Ortiz,julia20@ortiz.com,2023-11-20,French,1988-12-03,True,suspended,6706.0
344fdbf3-3bb9-485f-80ab-c949984f5bbc,Shawn,Morrison,sm6809@emailprovider.com,2022-11-22,Chinese,1960-07-18,False,suspended,8307.0
cad475e7-8426-4930-849c-eab66196da0e,Teresa,Roberts,t_roberts@domain.org,2023-12-20,German,1989-06-11,True,,6156.0
08232452-bf7b-4475-8a9c-d217896f7834,Kathleen,Roberts,kathleen45@roberts.com,2022-10-27,Spanish,1962-09-12,False,active,7736.0
9174c6d4-9989-4a00-b79e-0797ba5b4e4a,Daniel,,,2022-09-15,Spanish,1946-02-15,True,suspended,7731.0
c9fd0a99-b74f-4f03-91b2-a2f23ac365d8,Jonathon,Townsend,townsend.jonathon@webmail.net,2023-11-05,French,1951-05-03,False,active,2413.0
d427368e-d382-4ad0-9d19-5a245c577f58,Jason,Brown,j_brown@domain.org,2021-06-10,French,1981-03-24,False,active,2055.0
c3d89c88-bfb3-41a2-a014-1bd2d2928d84,Abigail,Morgan,morgan.abigail@webmail.net,2020-04-09,German,1970-12-24,,inactive,2169.0
30f3a543-ae4a-43a8-ac1c-3e0592c71188,Raven,Wright,wri103@mailservice.com,2021-05-18,Spanish,1985-03-19,False,suspended,9110.0
917a93a5-24f7-4e48-989e-a25659a18680,Mason,Jones,jones.mason@webmail.net,2023-12-15,English,1973-12-12,False,active,6271.0
f3e08fd7-36fb-4f94-905c-378d79999fa4,Angela,Fuller,af8258@emailprovider.com,2021-02-04,Spanish,1941-11-05,True,inactive,8106.0
22639bec-3313-4059-b2eb-34e23c58ef98,Robert,Moody,rm3868@emailprovider.com,2022-11-25,French,1946-06-19,True,active,3231.0
fce7dedb-a791-4f45-85aa-9e0f7a7d1ddf,Mary,Torres,mt9265@emailprovider.com,2019-11-07,Chinese,,False,suspended,8548.0
31ad9598-ee43-4789-baf8-2993deb6c97a,Jason,,,,Spanish,1981-09-09,False,active,1620.0
75cf2cd4-2221-4f57-b906-8191601c2bcf,Rachel,Cole,cole.rachel@webmail.net,2022-06-04,Spanish,1986-10-01,True,active,9225.0
0ca2bc28-b150-4223-8019-f15440f15513,Kevin,Arias,kevin39@arias.com,2022-09-27,French,1947-08-05,True,inactive,3710.0
473e941b-4867-4625-bf05-ce806baf6d32,Stephen,Jenkins,s_jenkins@domain.org,2024-07-06,Spanish,1961-06-27,False,active,3957.0
1dd65912-243f-4c49-974c-04d40b4c3649,,West,,2019-11-30,English,1938-05-05,False,inactive,7602.0
0fa2e3c6-c9cc-4765-86bb-0270b0b5844a,Emma,Olson,ols155@mailservice.com,2020-05-13,German,1944-05-28,False,active,
19597dab-8f61-4879-95ef-22e692887f39,Heather,Neal,hn4605@emailprovider.com,2020-08-25,English,1951-06-12,True,inactive,3892.0
9c9c8aa4-d735-45a1-bee7-48d7e5c9dcae,Jennifer,,,2023-04-05,German,1982-10-21,True,active,7177.0
4d0639af-7d21-4f86-a51c-8831fb34cb91,Scott,Hamilton,hamilton.scott@webmail.net,2021-09-10,Spanish,1964-03-05,False,suspended,9483.0
146b4156-e14f-483e-b44b-44eabc4f63e2,Christian,Fisher,cf8658@emailprovider.com,2022-10-13,Spanish,1945-10-11,False,inactive,1153.0
ffe98963-e9f3-420f-a302-19eee90347b8,,Williamson,,2022-07-30,German,1936-09-01,True,suspended,7588.0
ffbc052b-1d7f-4eb9-9d2c-47e9f4c03f68,Kimberly,French,kimberly95@french.com,2021-01-24,Chinese,1955-08-13,True,suspended,4543.0
96893c04-7c6d-4039-b083-92657137027a,Kenneth,Reynolds,reynolds.kenneth@webmail.net,2023-10-18,Spanish,1986-04-16,True,active,1654.0
7bd49501-f7c2-4f0f-bb9a-109c8182e6fe,Bailey,Oconnor,bailey82@oconnor.com,2024-02-16,Spanish,1934-08-30,True,inactive,2177.0
40403754-ceda-498a-a44a-b70e74b5cd5e,Amanda,Taylor,a_taylor@domain.org,2023-05-26,Chinese,1959-08-12,True,suspended,789.0
81fdaa7f-1640-4bec-9de2-514ef97d9d68,Corey,Allen,c_allen@domain.org,2024-06-20,German,1955-02-14,False,suspended,5876.0
e09e1997-e0a6-4beb-8f5c-17f4b8357135,Brian,,,2019-12-29,German,1969-09-21,True,inactive,7311.0
549bbc96-1486-403f-88d0-64cfe0eb5a96,Madison,Perry,mp1466@emailprovider.com,2022-04-25,English,1966-07-19,False,suspended,
0c5ba9e1-7f65-4239-aa86-ad8a28ec89db,Terry,Nguyen,ngu830@mailservice.com,2024-03-20,German,1961-01-10,True,active,9280.0
6b7f4c3a-8f9a-4c07-b3c7-463d0c67b9b6,Michael,Stone,m_stone@domain.org,2023-02-16,French,2002-02-21,False,suspended,9407.0
e46361a3-4411-4929-bf4b-e64699fca2b2,Roger,Esparza,esparza.roger@webmail.net,2020-10-26,French,1949-12-06,True,,7469.0
1fe116e5-c21a-4e7a-b1ec-47ca46221c94,Shelby,Perez,s_perez@domain.org,2022-01-30,French,1963-07-28,False,suspended,
f03dbf02-58bc-40a7-980b-770043f310b9,Danny,,,2020-03-23,French,,True,inactive,9983.0
90921642-c95b-451b-87a6-94193a50b020,Sandra,Williams,sw8368@emailprovider.com,2024-08-16,Chinese,1968-07-11,False,inactive,257.0
9e10fd86-8882-48fe-9aa4-0055cee746d6,Stephanie,Thompson,thompson.stephanie@webmail.net,2021-10-14,,1974-04-08,False,suspended,9272.0
8578bcc3-b75c-45b2-90e4-affaf1ebe9c5,Christina,Huynh,c_huynh@domain.org,2024-08-21,,1940-04-25,False,suspended,3951.0
42fc1767-3825-480c-855c-fec748adfc78,Monique,Ramos,m_ramos@domain.org,2021-11-13,Chinese,1965-06-27,True,inactive,8489.0
e9b8b15a-f11e-4fba-959c-47417e9a77f0,Jimmy,Brown,jimmy96@brown.com,2021-03-27,German,1957-10-13,False,inactive,5189.0
79a565f0-a58c-4b2e-9cde-b6840c96a6d7,Cody,,,2021-12-22,Spanish,1947-03-25,False,active,3111.0
420e42d9-48fa-4889-a546-5688742aed8f,Patricia,,,2024-06-06,German,1991-04-19,True,suspended,7544.0
12c88f57-b48a-48b9-8144-8c604f91de5a,Michael,Price,mp1499@emailprovider.com,2019-09-30,German,1978-03-23,False,active,3310.0
dac095e7-7b33-407b-b1fe-7385f7bd8c15,Joyce,Marks,j_marks@domain.org,2020-02-02,English,1984-08-07,True,,9671.0
9fb931b2-0272-4f43-9de6-6ad1d8da71de,Anna,Mejia,mejia.anna@webmail.net,2023-03-20,French,1959-07-29,False,inactive,2776.0
c1c9dbb6-4815-414b-a6cd-3fb90ab075d8,Catherine,Nunez,c_nunez@domain.org,,Chinese,2001-03-30,False,active,5195.0
53b1d914-3836-4bef-9123-fc4b14bf0f1d,Colleen,Smith,colleen92@smith.com,2021-07-15,German,1958-04-14,False,active,117.0
17a7ec6c-162d-4abb-9567-1bf329dfe642,Kenneth,,,,Spanish,1985-01-23,True,inactive,2004.0
a8659172-1b08-4e75-b9d0-8196f63f818b,Taylor,Bailey,taylor45@bailey.com,2021-05-16,German,1933-11-26,False,active,8855.0
84d36448-2be8-476a-8cf7-86fa1ccc4ab3,Elizabeth,Kim,kim.elizabeth@webmail.net,2020-10-08,Chinese,1950-07-28,False,active,2396.0
fafcb30c-3bbb-4d70-9b47-34c414c6709b,Andrew,Wilson,wil714@mailservice.com,2023-10-08,English,2001-09-15,True,inactive,
d8876eb1-8b2f-4931-be04-cc8f73a7aa7c,Laura,Barnett,lb3005@emailprovider.com,2024-06-24,French,1998-05-15,True,inactive,
4e22db48-2e10-4696-a291-04fcd4efba89,Katie,Smith,ks5659@emailprovider.com,2024-03-18,Chinese,1980-09-01,True,suspended,3918.0
1e59c7f8-5fe5-41ea-9e43-560f57adfe79,Thomas,,,2021-06-09,French,1977-01-01,True,suspended,186.0
b06631f2-aacb-4cd7-9bbc-ba7605d19ecb,Thomas,Howell,thomas42@howell.com,2023-12-03,German,1965-12-03,True,suspended,1481.0
b2861c77-9975-49a6-b0a9-d3bd8a9cb755,Sarah,Davis,dav993@mailservice.com,2024-04-11,Spanish,2001-01-11,False,suspended,4255.0
93d28c3d-8244-4e29-b251-08e571a7ee03,Mary,Rodriguez,mary72@rodriguez.com,2024-08-02,French,1996-08-08,False,suspended,1676.0
f87bede2-6797-49ea-98a5-4c911177591a,Christopher,Williams,cw8256@emailprovider.com,2021-07-21,French,1940-09-27,True,suspended,1674.0
4e57fec4-3cbc-47d6-a0d7-133913aeae47,Jeffrey,Anderson,and707@mailservice.com,2020-03-30,Chinese,,True,suspended,2192.0
ad034dc6-31c9-4d07-8027-53f753d27e4f,Shelby,Kennedy,kennedy.shelby@webmail.net,,Spanish,1988-08-31,,inactive,8072.0
c7678126-a307-4420-bf2f-f2dcb04d1fa3,Kim,Smith,smi102@mailservice.com,2021-12-08,German,1949-07-29,True,suspended,424.0
e6b9528e-f0c6-485c-84ef-5871adbd354c,Taylor,Harris,taylor60@harris.com,2022-07-23,German,1951-07-14,False,inactive,4970.0
6f40cde9-5846-4af0-afbb-cb17eb4401c9,Scott,Hall,hal864@mailservice.com,2020-08-01,French,1974-11-30,False,suspended,7875.0
81839269-b293-4d4c-8098-f938a2c89ca2,Mark,West,wes162@mailservice.com,2024-03-17,German,1982-03-22,,suspended,962.0
39b70672-196d-4a04-9b1c-183741eca3fa,Mark,Rice,mark22@rice.com,2020-12-30,Chinese,1936-07-09,True,active,7449.0
